"","playerID","runs.1889","runs.PL1890","runs.1891","games.1889","games.PL1890","games.1891","runsPerGame.1889","runsPerGame.PL1890","runsPerGame.1891","PLImprovement"
"57","maulal01",37,31,15,68,45,47,0.544117647058823,0.688888888888889,0.319148936170213,1.5960049937578
"58","mcaleji01",66,58,97,110,86,136,0.6,0.674418604651163,0.713235294117647,1.02711008099169
"59","mcgeaja01",83,84,50,131,104,91,0.633587786259542,0.807692307692308,0.549450549450549,1.36545415868964
"60","millijo01",53,38,75,72,62,118,0.736111111111111,0.612903225806452,0.635593220338983,0.893637516123496
"61","mulvejo01",77,96,62,129,120,113,0.596899224806202,0.8,0.548672566371681,1.39668243607402
"62","nashbi01",84,103,92,128,129,140,0.65625,0.798449612403101,0.657142857142857,1.21585800936978
"63","obrieda02",13,12,19,41,26,41,0.317073170731707,0.461538461538462,0.463414634146341,1.18269230769231
"64","oneilti01",123,112,112,134,137,129,0.917910447761194,0.817518248175182,0.868217054263566,0.915408611365584
"65","orourji01",89,112,92,128,111,136,0.6953125,1.00900900900901,0.676470588235294,1.47109119169421
"66","pfefffr01",85,86,93,134,124,137,0.634328358208955,0.693548387096774,0.678832116788321,1.05630408514727
"67","quinnjo02",57,87,70,112,130,124,0.508928571428571,0.669230769230769,0.564516129032258,1.24688448122846
"68","radboch01",17,20,11,35,45,29,0.485714285714286,0.444444444444444,0.379310344827586,1.02758795241711
"69","radfopa01",94,98,102,136,122,133,0.691176470588235,0.80327868852459,0.766917293233083,1.10182034716257
"70","richada01",88,102,85,125,123,123,0.704,0.829268292682927,0.691056910569106,1.18886661382815
"71","richaha01",122,126,45,132,130,74,0.924242424242424,0.969230769230769,0.608108108108108,1.26502487357645
"72","robinya01",97,59,48,132,98,98,0.734848484848485,0.602040816326531,0.489795918367347,0.983209190758742
"73","ryanji01",140,99,110,135,118,118,1.03703703703704,0.838983050847458,0.932203389830508,0.85208798214855
"74","sandebe01",21,31,24,44,52,40,0.477272727272727,0.596153846153846,0.6,1.1067835118468
"75","seeryem01",123,78,77,127,104,97,0.968503937007874,0.75,0.793814432989691,0.851151543067711
"76","shannda01",90,74,7,121,102,19,0.743801652892562,0.725490196078431,0.368421052631579,1.3045772082787
"77","shindbi01",122,127,68,138,132,103,0.884057971014493,0.962121212121212,0.660194174757282,1.24606750880099
"78","slattmi01",7,80,32,12,97,56,0.583333333333333,0.824742268041237,0.571428571428571,1.42841959825699
"79","snydepo01",5,5,4,22,13,8,0.227272727272727,0.384615384615385,0.5,1.05769230769231
"80","staleha01",11,25,11,51,47,40,0.215686274509804,0.531914893617021,0.275,2.16804472123621
"81","stoveha01",152,142,118,137,118,134,1.10948905109489,1.20338983050847,0.880597014925373,1.20938471059695
"82","striccu01",83,93,96,136,127,139,0.610294117647059,0.732283464566929,0.690647482014389,1.12577453862263
"83","sutclsy01",17,62,29,46,99,53,0.369565217391304,0.626262626262626,0.547169811320755,1.36628929112151
"84","tebeapa01",72,86,38,136,110,61,0.529411764705882,0.781818181818182,0.622950819672131,1.35689615823507
"85","twitcla01",73,57,32,134,100,57,0.544776119402985,0.57,0.56140350877193,1.03057403242987
"86","vanhage01",126,84,136,134,92,139,0.940298507462687,0.91304347826087,0.97841726618705,0.951723533834403
"87","vaughfa01",39,27,34,90,44,76,0.433333333333333,0.613636363636364,0.447368421052632,1.39351684172401
"88","visnejo01",56,110,15,80,127,24,0.7,0.866141732283465,0.625,1.30738374684297
"89","wardjo01",87,134,85,114,128,105,0.763157894736842,1.046875,0.80952380952381,1.33132470119522
"90","weyhigu01",16,21,11,54,49,54,0.296296296296296,0.428571428571429,0.203703703703704,1.71428571428571
"91","whitnar01",71,71,42,129,119,96,0.550387596899225,0.596638655462185,0.4375,1.20790797927803
"92","wisesa01",79,95,70,121,119,103,0.652892561983471,0.798319327731092,0.679611650485437,1.19822409604536
"93","woodge01",78,115,105,100,132,132,0.78,0.871212121212121,0.795454545454545,1.10598191959992
