"","playerID","runs.1889","runs.PL1890","runs.1891","games.1889","games.PL1890","games.1891","runsPerGame.1889","runsPerGame.PL1890","runsPerGame.1891","PLImprovement","runsPerGameNonPL"
"33","galvipu01",15,8,11,41,26,33,0.365853658536585,0.307692307692308,0.333333333333333,0.875739644970414,0.351351351351351
"34","gorege01",132,132,103,120,93,130,1.1,1.41935483870968,0.792307692307692,1.50995195607413,0.94
"35","griffmi01",152,127,106,137,115,134,1.10948905109489,1.10434782608696,0.791044776119403,1.15999325918436,0.952029520295203
"36","grubehe01",7,21,17,25,50,46,0.28,0.42,0.369565217391304,1.2425,0.338028169014085
"37","gumbead01",30,23,18,41,44,34,0.731707317073171,0.522727272727273,0.529411764705882,0.816761363636364,0.64
"38","haddoge01",13,21,30,34,42,58,0.382352941176471,0.5,0.517241379310345,1.06976744186047,0.467391304347826
"39","hallmbi01",67,59,112,119,84,141,0.563025210084034,0.702380952380952,0.794326241134752,1.02021814312317,0.688461538461538
"40","hanlone01",81,106,87,116,118,119,0.698275862068966,0.898305084745763,0.73109243697479,1.25655770782889,0.714893617021277
"41","hatfigi01",21,32,83,32,71,134,0.65625,0.450704225352113,0.619402985074627,0.719393282773565,0.626506024096386
"42","hoydu01",98,107,136,127,122,141,0.771653543307087,0.877049180327869,0.964539007092199,1.00448367661482,0.873134328358209
"43","hurleje01",0,5,10,1,8,24,0,0.625,0.416666666666667,1.5625,0.4
"44","irwinar01",58,60,1,103,96,6,0.563106796116505,0.625,0.166666666666667,1.15466101694915,0.541284403669725
"45","irwinjo01",42,62,13,58,77,33,0.724137931034483,0.805194805194805,0.393939393939394,1.33223140495868,0.604395604395604
"46","johnsdi01",80,37,59,132,79,99,0.606060606060606,0.468354430379747,0.595959595959596,0.778344413077133,0.601731601731602
"47","keefege01",7,15,1,30,25,5,0.233333333333333,0.6,0.2,2.625,0.228571428571429
"48","keefeti01",17,18,2,47,30,19,0.361702127659574,0.6,0.105263157894737,2.08421052631579,0.287878787878788
"49","kellyki01",120,83,65,125,89,102,0.96,0.932584269662921,0.637254901960784,1.14430610385667,0.814977973568282
"50","kilroma01",32,11,2,65,31,8,0.492307692307692,0.354838709677419,0.25,0.761859582542695,0.465753424657534
"51","kingsi01",37,24,12,56,58,49,0.660714285714286,0.413793103448276,0.244897959183673,0.886699507389163,0.466666666666667
"52","kuehnbi01",43,66,60,97,126,109,0.443298969072165,0.523809523809524,0.55045871559633,1.04761904761905,0.5
"53","larkihe01",105,93,94,133,125,133,0.789473684210526,0.744,0.706766917293233,0.994492462311558,0.74812030075188
"54","lathaar01",110,82,119,118,93,135,0.932203389830508,0.881720430107527,0.881481481481482,0.97412781142884,0.905138339920949
"55","mackco01",51,95,43,98,123,75,0.520408163265306,0.772357723577236,0.573333333333333,1.42146687424321,0.543352601156069
"56","maddeki01",7,5,18,24,13,39,0.291666666666667,0.384615384615385,0.461538461538462,0.969230769230769,0.396825396825397
"57","maulal01",37,31,15,68,45,47,0.544117647058823,0.688888888888889,0.319148936170213,1.52350427350427,0.452173913043478
"58","mcaleji01",66,58,97,110,86,136,0.6,0.674418604651163,0.713235294117647,1.01783421315452,0.66260162601626
"59","mcgeaja01",83,84,50,131,104,91,0.633587786259542,0.807692307692308,0.549450549450549,1.34817813765182,0.599099099099099
"60","millijo01",53,38,75,72,62,118,0.736111111111111,0.612903225806452,0.635593220338983,0.909778225806452,0.673684210526316
"61","mulvejo01",77,96,62,129,120,113,0.596899224806202,0.8,0.548672566371681,1.39280575539568,0.574380165289256
"62","nashbi01",84,103,92,128,129,140,0.65625,0.798449612403101,0.657142857142857,1.21582100070472,0.656716417910448
"63","obrieda02",13,12,19,41,26,41,0.317073170731707,0.461538461538462,0.463414634146341,1.18269230769231,0.390243902439024
"64","oneilti01",123,112,112,134,137,129,0.917910447761194,0.817518248175182,0.868217054263566,0.914924677744992,0.893536121673004
"65","orourji01",89,112,92,128,111,136,0.6953125,1.00900900900901,0.676470588235294,1.47170374794684,0.685606060606061
"66","pfefffr01",85,86,93,134,124,137,0.634328358208955,0.693548387096774,0.678832116788321,1.05590793765857,0.656826568265683
"67","quinnjo02",57,87,70,112,130,124,0.508928571428571,0.669230769230769,0.564516129032258,1.24360993337371,0.538135593220339
"68","radboch01",17,20,11,35,45,29,0.485714285714286,0.444444444444444,0.379310344827586,1.01587301587302,0.4375
"69","radfopa01",94,98,102,136,122,133,0.691176470588235,0.80327868852459,0.766917293233083,1.10245901639344,0.728624535315985
"70","richada01",88,102,85,125,123,123,0.704,0.829268292682927,0.691056910569106,1.1887776681235,0.69758064516129
"71","richaha01",122,126,45,132,130,74,0.924242424242424,0.969230769230769,0.608108108108108,1.19557807461999,0.810679611650485
"72","robinya01",97,59,48,132,98,98,0.734848484848485,0.602040816326531,0.489795918367347,0.954961294862773,0.630434782608696
"73","ryanji01",140,99,110,135,118,118,1.03703703703704,0.838983050847458,0.932203389830508,0.849050847457627,0.988142292490119
"74","sandebe01",21,31,24,44,52,40,0.477272727272727,0.596153846153846,0.6,1.11282051282051,0.535714285714286
"75","seeryem01",123,78,77,127,104,97,0.968503937007874,0.75,0.793814432989691,0.84,0.892857142857143
"76","shannda01",90,74,7,121,102,19,0.743801652892562,0.725490196078431,0.368421052631579,1.04709925207196,0.692857142857143
"77","shindbi01",122,127,68,138,132,103,0.884057971014493,0.962121212121212,0.660194174757282,1.22037480063796,0.788381742738589
"78","slattmi01",7,80,32,12,97,56,0.583333333333333,0.824742268041237,0.571428571428571,1.43801215966164,0.573529411764706
"79","snydepo01",5,5,4,22,13,8,0.227272727272727,0.384615384615385,0.5,1.28205128205128,0.3
"80","staleha01",11,25,11,51,47,40,0.215686274509804,0.531914893617021,0.275,2.20019342359768,0.241758241758242
"81","stoveha01",152,142,118,137,118,134,1.10948905109489,1.20338983050847,0.880597014925373,1.20784682988073,0.996309963099631
"82","striccu01",83,93,96,136,127,139,0.610294117647059,0.732283464566929,0.690647482014389,1.12501649584305,0.650909090909091
"83","sutclsy01",17,62,29,46,99,53,0.369565217391304,0.626262626262626,0.547169811320755,1.34782608695652,0.464646464646465
"84","tebeapa01",72,86,38,136,110,61,0.529411764705882,0.781818181818182,0.622950819672131,1.4001652892562,0.558375634517767
"85","twitcla01",73,57,32,134,100,57,0.544776119402985,0.57,0.56140350877193,1.03685714285714,0.549738219895288
"86","vanhage01",126,84,136,134,92,139,0.940298507462687,0.91304347826087,0.97841726618705,0.951377364752738,0.95970695970696
"87","vaughfa01",39,27,34,90,44,76,0.433333333333333,0.613636363636364,0.447368421052632,1.39539227895392,0.439759036144578
"88","visnejo01",56,110,15,80,127,24,0.7,0.866141732283465,0.625,1.26871465010536,0.682692307692308
"89","wardjo01",87,134,85,114,128,105,0.763157894736842,1.046875,0.80952380952381,1.33293968023256,0.785388127853881
"90","weyhigu01",16,21,11,54,49,54,0.296296296296296,0.428571428571429,0.203703703703704,1.71428571428571,0.25
"91","whitnar01",71,71,42,129,119,96,0.550387596899225,0.596638655462185,0.4375,1.18799732282293,0.502222222222222
"92","wisesa01",79,95,70,121,119,103,0.652892561983471,0.798319327731092,0.679611650485437,1.2001579155152,0.665178571428571
"93","woodge01",78,115,105,100,132,132,0.78,0.871212121212121,0.795454545454545,1.10448749793012,0.788793103448276
